position,errors,total,error_rate,avg_entropy
117,946,109976,0.008601876773114135,0.4330455525132941
118,953,109976,0.00866552702407798,0.4325074693406895
119,911,109976,0.008283625518294901,0.43323613492990265
120,911,109976,0.008283625518294901,0.43284270423218896
121,971,109976,0.008829199097985015,0.43300249063780916
122,993,109976,0.00902924274387139,0.43267598347657765
123,921,109976,0.008374554448243253,0.4315287022836977
124,962,109976,0.008747363061031499,0.4324337471250236
125,1044,109976,0.009492980286607987,0.4340034640960722
126,966,109976,0.00878373463301084,0.4348131699487973
127,996,109976,0.009056521422855896,0.43846763615921436
